host_gene_id,nested_gene_id,nested_gene_name,nested_gene_type,chromosome,nested_start,nested_end,intron_start,intron_end,transcript_id
ENSG00000184226.16,ENSG00000225263.2,PCDH9-AS3,lncRNA,chr13,66977432,67002007,66903606,67225404,ENST00000377865.7
ENSG00000184226.16,ENSG00000285588.1,ENSG00000285588,lncRNA,chr13,67121081,67156624,66903606,67225404,ENST00000377865.7
ENSG00000294632.1,ENSG00000214263.2,RPSAP53,processed_pseudogene,chr13,67266845,67267706,67256877,67298232,ENST00000724819.1
ENSG00000300912.1,ENSG00000227969.1,NPM1P22,processed_pseudogene,chr13,67831876,67832827,67800051,67857971,ENST00000775040.1
ENSG00000302725.1,ENSG00000231667.2,OR7E111P,unprocessed_pseudogene,chr13,67902208,67903221,67896027,67943436,ENST00000789233.1
ENSG00000302725.1,ENSG00000302745.1,ENSG00000302745,lncRNA,chr13,67909792,67911630,67896027,67943436,ENST00000789233.1
ENSG00000302725.1,ENSG00000226537.2,OR7E33P,transcribed_unprocessed_pseudogene,chr13,67910986,67911951,67896027,67943436,ENST00000789233.1
ENSG00000150361.13,ENSG00000207495.1,RNY3P10,misc_RNA,chr13,69802940,69803041,69796963,69838975,ENST00000545028.3
ENSG00000150361.13,ENSG00000232314.1,PSMC1P13,processed_pseudogene,chr13,69894101,69895085,69882496,69940039,ENST00000545028.3
ENSG00000230223.9,ENSG00000288330.1,ATXN8,TEC,chr13,70137831,70139431,70129885,70147354,ENST00000756270.1
ENSG00000276644.6,ENSG00000236534.1,H3P36,processed_pseudogene,chr13,71675067,71675469,71630718,71681794,ENST00000619232.3
ENSG00000276644.6,ENSG00000237816.1,RPL21P109,processed_pseudogene,chr13,71704181,71704655,71681911,71865921,ENST00000619232.3
ENSG00000276644.6,ENSG00000294555.1,ENSG00000294555,lncRNA,chr13,71786815,71790132,71681911,71865921,ENST00000619232.3
ENSG00000276644.6,ENSG00000233460.1,RPL35AP31,processed_pseudogene,chr13,71845981,71846317,71681911,71865921,ENST00000619232.3
ENSG00000083535.18,ENSG00000199381.1,RNU6-79P,snRNA,chr13,72881108,72881214,72854156,72893783,ENST00000958682.2
ENSG00000224853.4,ENSG00000303248.1,ENSG00000303248,lncRNA,chr13,73497702,73508607,73413637,73546723,ENST00000443621.2
ENSG00000224853.4,ENSG00000228295.3,LINC00392,lncRNA,chr13,73564244,73588070,73546842,73648575,ENST00000443621.2
ENSG00000224853.4,ENSG00000303224.1,ENSG00000303224,lncRNA,chr13,73592394,73631897,73546842,73648575,ENST00000443621.2
ENSG00000224853.4,ENSG00000303270.1,ENSG00000303270,lncRNA,chr13,73660854,73661479,73648632,73661817,ENST00000443621.2
ENSG00000118922.21,ENSG00000280348.1,ENSG00000280348,TEC,chr13,73800074,73802203,73765001,73813151,ENST00000885987.2
ENSG00000118922.21,ENSG00000279463.1,ENSG00000279463,lncRNA,chr13,73844683,73845130,73813288,73845826,ENST00000885987.2
ENSG00000118922.21,ENSG00000296479.1,ENSG00000296479,lncRNA,chr13,74132407,74132909,74127559,74133738,ENST00001117298.1
ENSG00000235532.3,ENSG00000289644.2,ENSG00000289644,lncRNA,chr13,74283859,74306172,74274154,74365024,ENST00000715848.1
ENSG00000289644.2,ENSG00000206617.1,RNY1P5,misc_RNA,chr13,74289100,74289214,74284647,74305995,ENST00000737762.1
ENSG00000235532.3,ENSG00000206617.1,RNY1P5,misc_RNA,chr13,74289100,74289214,74274154,74365024,ENST00000715848.1
ENSG00000235532.3,ENSG00000232701.1,RPL21P108,processed_pseudogene,chr13,74377163,74377951,74365088,74434502,ENST00000715848.1
ENSG00000235532.3,ENSG00000177596.1,ENSG00000177596,lncRNA,chr13,74412957,74419115,74365088,74434502,ENST00000715848.1
ENSG00000235532.3,ENSG00000298242.1,ENSG00000298242,lncRNA,chr13,74474038,74479256,74434623,74543839,ENST00000715466.1
ENSG00000307743.1,ENSG00000236678.10,LINC00347,lncRNA,chr13,74552503,74565445,74504313,74595881,ENST00000828401.1
ENSG00000302844.1,ENSG00000226665.1,SSR1P2,processed_pseudogene,chr13,75136154,75136940,75133327,75148251,ENST00000789966.1
ENSG00000136111.16,ENSG00000225203.2,ENSG00000225203,lncRNA,chr13,75375511,75377294,75362608,75481269,ENST00000377625.7
ENSG00000261553.5,ENSG00000228444.2,ENSG00000228444,lncRNA,chr13,75631271,75632135,75621869,75713181,ENST00000563635.5
ENSG00000261105.7,ENSG00000228444.2,ENSG00000228444,lncRNA,chr13,75631271,75632135,75618907,75635828,ENST00000568302.6
ENSG00000136153.23,ENSG00000228444.2,ENSG00000228444,lncRNA,chr13,75631271,75632135,75623321,75713181,ENST00000357063.8
ENSG00000136153.23,ENSG00000230902.1,FAM204CP,processed_pseudogene,chr13,75688556,75689197,75635891,75713181,ENST00000533305.5
ENSG00000261553.5,ENSG00000230902.1,FAM204CP,processed_pseudogene,chr13,75688556,75689197,75621869,75713181,ENST00000563635.5
ENSG00000261553.5,ENSG00000296142.1,ENSG00000296142,lncRNA,chr13,75719633,75719752,75713253,75727028,ENST00000563635.5
ENSG00000136153.23,ENSG00000296142.1,ENSG00000296142,lncRNA,chr13,75719633,75719752,75713253,75727028,ENST00000357063.8
ENSG00000285572.3,ENSG00000287018.2,ENSG00000287018,lncRNA,chr13,76664096,76718445,76554820,76729344,ENST00000648060.1
ENSG00000285572.3,ENSG00000303060.1,ENSG00000303060,lncRNA,chr13,76764557,76808039,76729511,76835980,ENST00000648060.1
ENSG00000285572.3,ENSG00000301641.1,ENSG00000301641,lncRNA,chr13,76822907,76832429,76729511,76835980,ENST00000648060.1
ENSG00000307967.1,ENSG00000102794.11,ACOD1,protein_coding,chr13,76948511,76958638,76942872,76976515,ENST00000830114.1
ENSG00000102805.17,ENSG00000274898.1,ENSG00000274898,lncRNA,chr13,77027944,77028482,77008896,77056929,ENST00001122524.1
ENSG00000283208.2,ENSG00000274898.1,ENSG00000274898,lncRNA,chr13,77027944,77028482,76996128,77075517,ENST00000638147.2
ENSG00000236051.7,ENSG00000274898.1,ENSG00000274898,lncRNA,chr13,77027944,77028482,77027123,77075517,ENST00000636737.1
ENSG00000236051.7,ENSG00000229521.2,MYCBP2-AS2,lncRNA,chr13,77080511,77081190,77076934,77083009,ENST00000422231.6
ENSG00000005810.22,ENSG00000229521.2,MYCBP2-AS2,lncRNA,chr13,77080511,77081190,77078890,77081426,ENST00000695078.1
ENSG00000283208.2,ENSG00000229521.2,MYCBP2-AS2,lncRNA,chr13,77080511,77081190,76996128,77109647,ENST00000637192.1
ENSG00000304645.1,ENSG00000288716.1,ENSG00000288716,protein_coding,chr13,77326905,77326988,77326375,77327263,ENST00000805111.1
ENSG00000302049.1,ENSG00000302081.1,ENSG00000302081,lncRNA,chr13,77447759,77448726,77447540,77452414,ENST00000783601.1
ENSG00000136155.19,ENSG00000224347.6,SCEL-AS1,lncRNA,chr13,77599755,77606551,77597590,77612890,ENST00000965444.2
ENSG00000136155.19,ENSG00000206800.1,RNY3P7,misc_RNA,chr13,77623372,77623472,77618061,77623966,ENST00000965440.2
ENSG00000139737.24,ENSG00000266325.1,MIR3665,miRNA,chr13,77698012,77698116,77697929,77719531,ENST00000422114.5
ENSG00000139737.24,ENSG00000307147.1,ENSG00000307147,lncRNA,chr13,77722144,77734660,77719672,77744282,ENST00000418532.6
ENSG00000234377.9,ENSG00000233379.2,ENSG00000233379,lncRNA,chr13,77939016,77975539,77919919,78274252,ENST00000607862.5
ENSG00000136160.19,ENSG00000243035.3,RN7SL810P,misc_RNA,chr13,77947497,77947772,77918625,77975346,ENST00000646948.1
ENSG00000233379.2,ENSG00000243035.3,RN7SL810P,misc_RNA,chr13,77947497,77947772,77944874,77975470,ENST00000435281.2
ENSG00000234377.9,ENSG00000243035.3,RN7SL810P,misc_RNA,chr13,77947497,77947772,77919919,78274252,ENST00000607862.5
ENSG00000234377.9,ENSG00000236133.3,LINC01069,lncRNA,chr13,77972803,77997889,77919919,78274252,ENST00000607862.5
ENSG00000234377.9,ENSG00000229249.8,LINC00446,lncRNA,chr13,77997898,78053604,77919919,78274252,ENST00000607862.5
ENSG00000234377.9,ENSG00000235625.1,ENSG00000235625,lncRNA,chr13,78275720,78277514,78274338,78363571,ENST00000605996.5
ENSG00000234377.9,ENSG00000271386.1,SRGNP1,processed_pseudogene,chr13,78285838,78286288,78274338,78363571,ENST00000605996.5
ENSG00000234377.9,ENSG00000200686.1,RNY3P3,misc_RNA,chr13,78355227,78355328,78274338,78363571,ENST00000605996.5
ENSG00000234377.9,ENSG00000305909.1,ENSG00000305909,lncRNA,chr13,78389824,78430607,78274338,78578476,ENST00000607862.5
ENSG00000305909.1,ENSG00000229865.1,RPL31P54,processed_pseudogene,chr13,78422823,78423192,78394028,78430515,ENST00000813920.1
ENSG00000234377.9,ENSG00000229865.1,RPL31P54,processed_pseudogene,chr13,78422823,78423192,78274338,78578476,ENST00000607862.5
ENSG00000234377.9,ENSG00000224686.1,ELOCP23,processed_pseudogene,chr13,78488182,78488513,78274338,78578476,ENST00000607862.5
ENSG00000234377.9,ENSG00000296474.1,ENSG00000296474,lncRNA,chr13,78504990,78596021,78274338,78605300,ENST00000607860.6
ENSG00000234377.9,ENSG00000271776.1,ENSG00000271776,lncRNA,chr13,78596129,78599619,78578664,78605300,ENST00000607205.5
ENSG00000234377.9,ENSG00000152192.8,POU4F1,protein_coding,chr13,78598362,78603552,78578664,78605300,ENST00000607205.5
ENSG00000139746.18,ENSG00000252496.1,RNA5SP33,rRNA_pseudogene,chr13,79389534,79389631,79378908,79405703,ENST00001087032.1
ENSG00000281721.2,ENSG00000285684.1,ENSG00000285684,lncRNA,chr13,80115733,80134368,80011254,80158709,ENST00000776551.1
ENSG00000136158.14,ENSG00000306878.1,ENSG00000306878,lncRNA,chr13,80341478,80342403,80337757,80342575,ENST00000909618.2
ENSG00000306839.1,ENSG00000306878.1,ENSG00000306878,lncRNA,chr13,80341478,80342403,80340218,80361600,ENST00000821508.1
ENSG00000298571.1,ENSG00000227862.1,HNRNPA1P31,processed_pseudogene,chr13,80619098,80620067,80606768,80652481,ENST00000756623.1
ENSG00000298571.1,ENSG00000226683.2,PWWP2AP1,transcribed_processed_pseudogene,chr13,80654755,80657027,80652592,80687235,ENST00000756622.1
ENSG00000286746.2,ENSG00000231222.1,ARF4P4,processed_pseudogene,chr13,80888348,80888867,80819004,81017679,ENST00000756377.1
ENSG00000229309.3,ENSG00000222486.1,RNU6-77P,snRNA,chr13,81265747,81265837,81250486,81299188,ENST00000782962.1
ENSG00000229309.3,ENSG00000237148.1,HIGD1AP2,processed_pseudogene,chr13,81272891,81273170,81250486,81299188,ENST00000782962.1
ENSG00000286385.2,ENSG00000237099.1,GYG1P2,processed_pseudogene,chr13,82823131,82824136,82778605,83063213,ENST00000663739.1
ENSG00000296049.1,ENSG00000215037.2,VENTXP2,processed_pseudogene,chr13,83907301,83907781,83906647,83914842,ENST00000735947.1
ENSG00000296049.1,ENSG00000296066.1,ENSG00000296066,lncRNA,chr13,83927531,83941777,83914892,83946020,ENST00000735946.1
ENSG00000226317.3,ENSG00000301785.1,ENSG00000301785,lncRNA,chr13,85491535,85529973,85364096,85533075,ENST00000424926.2
ENSG00000285699.2,ENSG00000228473.1,LIN28AP2,processed_pseudogene,chr13,87379472,87380258,87372919,87423495,ENST00000835138.1
ENSG00000228824.9,ENSG00000266052.1,MIR4500,miRNA,chr13,87618665,87618740,87615756,87619262,ENST00000717731.1
ENSG00000165300.10,ENSG00000297973.1,ENSG00000297973,lncRNA,chr13,87674296,87675040,87672826,87675380,ENST00000933099.2
ENSG00000223404.4,ENSG00000277640.1,ENSG00000277640,processed_pseudogene,chr13,87765752,87765881,87715495,87808793,ENST00000717718.1
ENSG00000229443.3,ENSG00000283130.1,ENSG00000283130,processed_pseudogene,chr13,88571654,88572312,88541973,88606289,ENST00000715718.1
ENSG00000234660.2,ENSG00000232225.7,LINC01047,lncRNA,chr13,89214847,89236890,89181352,89269631,ENST00000653072.1
ENSG00000234660.2,ENSG00000227247.1,TRIM60P13,processed_pseudogene,chr13,89248818,89250100,89181352,89269631,ENST00000653072.1
ENSG00000271395.3,ENSG00000226037.1,LINC01040,lncRNA,chr13,89477608,89500509,89475792,89817250,ENST00000659314.1
ENSG00000271395.3,ENSG00000236176.2,LINC00353,lncRNA,chr13,89548691,89553804,89475792,89817250,ENST00000659314.1
ENSG00000271395.3,ENSG00000294764.1,ENSG00000294764,lncRNA,chr13,89692405,89695599,89475792,89817250,ENST00000659314.1
ENSG00000309114.1,ENSG00000252696.1,RNA5SP34,rRNA_pseudogene,chr13,90135712,90135841,90129971,90185511,ENST00000838694.1
ENSG00000309114.1,ENSG00000235879.1,FAR1P1,processed_pseudogene,chr13,90170866,90171799,90129971,90185511,ENST00000838694.1
ENSG00000296712.1,ENSG00000296729.1,ENSG00000296729,lncRNA,chr13,90670688,90686083,90624244,90694658,ENST00000741265.1
ENSG00000296712.1,ENSG00000296744.1,ENSG00000296744,lncRNA,chr13,90706902,90718910,90694722,90720903,ENST00000741265.1
ENSG00000309877.1,ENSG00000309894.1,ENSG00000309894,lncRNA,chr13,91243411,91281154,91216854,91312289,ENST00000844851.1
ENSG00000309894.1,ENSG00000214178.3,PPIAP23,processed_pseudogene,chr13,91272081,91272577,91253684,91280993,ENST00000845045.1
ENSG00000309877.1,ENSG00000214178.3,PPIAP23,processed_pseudogene,chr13,91272081,91272577,91216854,91312289,ENST00000844851.1
ENSG00000215417.15,ENSG00000284536.1,MIR17,miRNA,chr13,91350605,91350688,91350227,91352788,ENST00000710419.1
ENSG00000215417.15,ENSG00000283815.1,MIR18A,miRNA,chr13,91350751,91350821,91350227,91352788,ENST00000710419.1
ENSG00000215417.15,ENSG00000284204.1,MIR19A,miRNA,chr13,91350891,91350972,91350227,91352788,ENST00000710419.1
ENSG00000215417.15,ENSG00000283762.1,MIR20A,miRNA,chr13,91351065,91351135,91350227,91352788,ENST00000710419.1
ENSG00000215417.15,ENSG00000284375.1,MIR19B1,miRNA,chr13,91351192,91351278,91350227,91352788,ENST00000710419.1
ENSG00000215417.15,ENSG00000283705.1,MIR92A1,miRNA,chr13,91351314,91351391,91350227,91352788,ENST00000710419.1
ENSG00000215417.15,ENSG00000292285.1,ENSG00000292285,lncRNA,chr13,91351394,91360129,91349771,91397068,ENST00000710421.1
ENSG00000179399.17,ENSG00000282864.1,ENSG00000282864,TEC,chr13,91485793,91486870,91448923,91693186,ENST00001131675.1
ENSG00000179399.17,ENSG00000282997.1,ENSG00000282997,lncRNA,chr13,91994518,91996523,91908058,92144829,ENST00001131675.1
ENSG00000179399.17,ENSG00000252508.1,RNU4ATAC3P,snRNA,chr13,92059844,92059969,91908058,92144829,ENST00001131675.1
ENSG00000179399.17,ENSG00000229287.1,FABP5P4,processed_pseudogene,chr13,92180715,92180885,92144990,92866281,ENST00001131675.1
ENSG00000179399.17,ENSG00000303246.1,ENSG00000303246,lncRNA,chr13,92219854,92220211,92144990,92866281,ENST00001131675.1
ENSG00000179399.17,ENSG00000282865.1,ENSG00000282865,TEC,chr13,92239835,92241951,92144990,92866281,ENST00001131675.1
ENSG00000179399.17,ENSG00000232885.3,GPC5-AS2,lncRNA,chr13,92339794,92379536,92144990,92866281,ENST00001131675.1
ENSG00000179399.17,ENSG00000283097.1,ENSG00000283097,TEC,chr13,92446470,92449056,92144990,92866281,ENST00001131675.1
ENSG00000179399.17,ENSG00000236240.1,GPC5-IT1,lncRNA,chr13,92484606,92510094,92144990,92866281,ENST00001131675.1
ENSG00000236240.1,ENSG00000263741.1,MIR548AS,miRNA,chr13,92490163,92490220,92484682,92509512,ENST00000416664.1
ENSG00000179399.17,ENSG00000263741.1,MIR548AS,miRNA,chr13,92490163,92490220,92144990,92866281,ENST00001131675.1
ENSG00000179399.17,ENSG00000287159.2,ENSG00000287159,lncRNA,chr13,92607712,92677748,92144990,92866281,ENST00001131675.1
ENSG00000287159.2,ENSG00000282993.1,ENSG00000282993,TEC,chr13,92658994,92659227,92607931,92663135,ENST00000756063.1
ENSG00000179399.17,ENSG00000282993.1,ENSG00000282993,TEC,chr13,92658994,92659227,92144990,92866281,ENST00001131675.1
ENSG00000179399.17,ENSG00000235984.5,GPC5-AS1,lncRNA,chr13,92701389,92721614,92144990,92866281,ENST00001131675.1
ENSG00000302670.1,ENSG00000302693.1,ENSG00000302693,lncRNA,chr13,93226017,93234132,93220383,93301678,ENST00000788637.1
ENSG00000302693.1,ENSG00000278177.1,ENSG00000278177,lncRNA,chr13,93226612,93227317,93226308,93229734,ENST00000788939.1
ENSG00000302670.1,ENSG00000278177.1,ENSG00000278177,lncRNA,chr13,93226612,93227317,93220383,93301678,ENST00000788637.1
ENSG00000183098.12,ENSG00000286843.1,ENSG00000286843,lncRNA,chr13,93309669,93311063,93227617,93545262,ENST00000377047.9
ENSG00000183098.12,ENSG00000235784.2,HNRNPA1P29,processed_pseudogene,chr13,93394977,93395855,93227617,93545262,ENST00000377047.9
ENSG00000183098.12,ENSG00000212559.1,RNA5SP35,rRNA_pseudogene,chr13,94025470,94025598,93830546,94027728,ENST00000377047.9
ENSG00000183098.12,ENSG00000307427.1,ENSG00000307427,lncRNA,chr13,94132860,94142083,94027895,94286348,ENST00000377047.9
ENSG00000183098.12,ENSG00000236520.2,GPC6-AS1,lncRNA,chr13,94154193,94187991,94027895,94286348,ENST00000377047.9
ENSG00000183098.12,ENSG00000289204.1,ENSG00000289204,lncRNA,chr13,94232987,94235379,94027895,94286348,ENST00000377047.9
ENSG00000152749.10,ENSG00000222129.1,RNA5SP36,rRNA_pseudogene,chr13,94651397,94651529,94641539,94652795,ENST00001126193.1
ENSG00000227640.5,ENSG00000125285.6,SOX21,protein_coding,chr13,94709622,94712545,94703586,94764407,ENST00000665450.1
ENSG00000227640.5,ENSG00000235768.1,BRD7P5,processed_pseudogene,chr13,94757451,94759272,94703586,94764407,ENST00000665450.1
ENSG00000227640.5,ENSG00000237924.1,RPL21P112,processed_pseudogene,chr13,94760553,94761015,94703586,94764407,ENST00000665450.1
ENSG00000125257.18,ENSG00000289887.2,ENSG00000289887,lncRNA,chr13,95273960,95278212,95247754,95301240,ENST00001027315.1
ENSG00000304941.1,ENSG00000271492.1,MEMO1P5,processed_pseudogene,chr13,95394049,95394454,95351714,95404324,ENST00000807275.1
ENSG00000304956.1,ENSG00000271492.1,MEMO1P5,processed_pseudogene,chr13,95394049,95394454,95393395,95404373,ENST00000807381.1
ENSG00000134873.12,ENSG00000223392.1,CLDN10-AS1,lncRNA,chr13,95479444,95533910,95434048,95560131,ENST00000376873.8
ENSG00000102580.17,ENSG00000229622.1,MTND5P2,processed_pseudogene,chr13,95692538,95693972,95677338,95709226,ENST00001001923.1
ENSG00000102580.17,ENSG00000227714.1,MTND6P18,processed_pseudogene,chr13,95693983,95694495,95677338,95709226,ENST00001001923.1
ENSG00000102580.17,ENSG00000232373.2,MTCYBP3,processed_pseudogene,chr13,95694569,95695705,95677338,95709226,ENST00001001923.1
ENSG00000102580.17,ENSG00000276809.1,ENSG00000276809,lncRNA,chr13,95744726,95745765,95725253,95757624,ENST00001001923.1
ENSG00000102595.24,ENSG00000226977.1,HMGN1P24,processed_pseudogene,chr13,95809310,95809607,95801813,95832926,ENST00001078961.1
ENSG00000185352.11,ENSG00000242614.3,RN7SL164P,misc_RNA,chr13,96169545,96169847,96091570,96832489,ENST00001131462.1
ENSG00000185352.11,ENSG00000283487.1,MIR4501,miRNA,chr13,96427229,96427292,96091570,96832489,ENST00001131462.1
ENSG00000185352.11,ENSG00000233273.1,AMMECR1LP1,processed_pseudogene,chr13,96573659,96574499,96091570,96832489,ENST00001131462.1
ENSG00000293326.2,ENSG00000234267.5,TULP3P1,transcribed_processed_pseudogene,chr13,96947637,96948927,96941800,96955861,ENST00000606237.1
ENSG00000293326.2,ENSG00000272329.1,ENSG00000272329,lncRNA,chr13,96948018,96949584,96941800,96955861,ENST00000606237.1
ENSG00000293326.2,ENSG00000222472.1,RN7SKP7,misc_RNA,chr13,96949249,96949533,96941800,96955861,ENST00000606237.1
ENSG00000233124.3,ENSG00000306786.1,ENSG00000306786,lncRNA,chr13,97141812,97153123,97137076,97179326,ENST00000820900.1
ENSG00000139793.23,ENSG00000306806.1,ENSG00000306806,lncRNA,chr13,97235411,97242910,97221560,97275631,ENST00000397601.5
ENSG00000139793.23,ENSG00000286334.1,ENSG00000286334,lncRNA,chr13,97278768,97295400,97276410,97334275,ENST00000397601.5
ENSG00000139793.23,ENSG00000202290.1,RNA5SP37,rRNA_pseudogene,chr13,97362972,97363101,97357636,97365135,ENST00000704364.1
ENSG00000286416.2,ENSG00000294374.1,ENSG00000294374,lncRNA,chr13,97424137,97427311,97407770,97431871,ENST00000659310.1
ENSG00000125249.8,ENSG00000276573.1,ENSG00000276573,lncRNA,chr13,97435946,97436168,97434785,97464204,ENST00001131817.1
ENSG00000125249.8,ENSG00000276704.1,ENSG00000276704,lncRNA,chr13,97437268,97437630,97434785,97464204,ENST00001131817.1
ENSG00000065150.23,ENSG00000232217.1,FTLP8,processed_pseudogene,chr13,97986950,97987216,97985614,97989061,ENST00000651721.2
ENSG00000293659.1,ENSG00000297463.1,ENSG00000297463,lncRNA,chr13,98069316,98091706,98067047,98143838,ENST00000747853.1
ENSG00000152767.19,ENSG00000139797.8,RNF113B,protein_coding,chr13,98175785,98177269,98142293,98213219,ENST00000871496.2
ENSG00000152767.19,ENSG00000222969.1,RN7SKP8,misc_RNA,chr13,98203835,98204192,98200776,98213219,ENST00000871500.2
ENSG00000152767.19,ENSG00000263399.1,MIR3170,miRNA,chr13,98208524,98208600,98200776,98213219,ENST00000871500.2
ENSG00000152767.19,ENSG00000269189.1,ENSG00000269189,lncRNA,chr13,98233650,98234700,98213414,98244490,ENST00000987233.1
ENSG00000152767.19,ENSG00000297447.1,ENSG00000297447,lncRNA,chr13,98291161,98314112,98213414,98343761,ENST00000871496.2
ENSG00000152767.19,ENSG00000269599.1,ENSG00000269599,lncRNA,chr13,98329655,98333236,98328808,98333598,ENST00000596545.5
ENSG00000152767.19,ENSG00000231194.1,FARP1-AS1,lncRNA,chr13,98435405,98435840,98424651,98438803,ENST00000871501.2
ENSG00000102572.17,ENSG00000271437.1,ENSG00000271437,processed_pseudogene,chr13,98553243,98553780,98519474,98576744,ENST00000539966.6
ENSG00000088387.24,ENSG00000275919.1,ENSG00000275919,processed_pseudogene,chr13,98871742,98872005,98868378,98879897,ENST00000376460.6
ENSG00000088387.24,ENSG00000231981.3,RPL7L1P12,processed_pseudogene,chr13,98949719,98950447,98930258,98955434,ENST00000376460.6
ENSG00000088387.24,ENSG00000207298.1,RNU6-83P,snRNA,chr13,99025234,99025345,98959535,99086222,ENST00000479769.1
ENSG00000228889.10,ENSG00000234005.3,GAPDHP22,transcribed_processed_pseudogene,chr13,99190579,99190991,99182703,99197547,ENST00000671580.2
ENSG00000134882.18,ENSG00000201793.1,RN7SKP9,misc_RNA,chr13,99205708,99206006,99200940,99238426,ENST00001130479.1
ENSG00000134882.18,ENSG00000218502.3,H2AZP3,processed_pseudogene,chr13,99215372,99215758,99200940,99238426,ENST00001130479.1
ENSG00000134882.18,ENSG00000125245.15,GPR18,protein_coding,chr13,99254731,99261744,99244625,99279324,ENST00001117152.1
ENSG00000134882.18,ENSG00000169508.9,GPR183,protein_coding,chr13,99291820,99307474,99254955,99314096,ENST00001107120.1
ENSG00000134882.18,ENSG00000207719.1,MIR623,miRNA,chr13,99356131,99356228,99340566,99367786,ENST00001107119.1
ENSG00000134882.18,ENSG00000228808.1,HMGB3P4,processed_pseudogene,chr13,99372173,99372686,99367907,99385202,ENST00001127932.1
ENSG00000125304.12,ENSG00000297158.1,ENSG00000297158,lncRNA,chr13,99461024,99492302,99458683,99500596,ENST00000642146.1
ENSG00000125246.18,ENSG00000263615.1,MIR4306,miRNA,chr13,99643059,99643149,99606758,99657892,ENST00001118976.1
ENSG00000125246.18,ENSG00000306530.1,ENSG00000306530,lncRNA,chr13,99687090,99688855,99606758,99700073,ENST00001118975.1
ENSG00000125246.18,ENSG00000227659.1,CLYBL-AS2,lncRNA,chr13,99690081,99690971,99689830,99772823,ENST00000980604.1
ENSG00000125246.18,ENSG00000234303.4,CLYBL-AS1,lncRNA,chr13,99726242,99728981,99689830,99772823,ENST00000980604.1
ENSG00000125246.18,ENSG00000306546.1,ENSG00000306546,lncRNA,chr13,99729041,99729771,99689830,99772823,ENST00000980604.1
ENSG00000125246.18,ENSG00000201245.1,ENSG00000201245,snoRNA,chr13,99783857,99783983,99773011,99858860,ENST00001130396.1
ENSG00000286757.5,ENSG00000306478.1,ENSG00000306478,lncRNA,chr13,99940790,99950213,99855445,99955644,ENST00000818638.1
ENSG00000274605.5,ENSG00000236554.1,ASNSP3,processed_pseudogene,chr13,100062296,100063601,100058448,100088632,ENST00000654763.1
ENSG00000175198.19,ENSG00000228501.2,RPL15P18,processed_pseudogene,chr13,100150481,100151092,100149706,100154493,ENST00000485946.1
ENSG00000175198.19,ENSG00000270632.1,ENSG00000270632,processed_pseudogene,chr13,100198187,100198469,100157341,100209331,ENST00001128358.1
ENSG00000175198.19,ENSG00000287330.1,ENSG00000287330,lncRNA,chr13,100338982,100364959,100273347,100449251,ENST00000881632.2
ENSG00000175198.19,ENSG00000234650.7,PCCA-AS1,lncRNA,chr13,100464440,100481215,100449306,100489936,ENST00001119212.1
ENSG00000175198.19,ENSG00000302615.1,ENSG00000302615,lncRNA,chr13,100495895,100506348,100449306,100515594,ENST00001128357.1
ENSG00000134864.13,ENSG00000280169.1,ENSG00000280169,lncRNA,chr13,100537365,100539567,100532602,100545244,ENST00000881873.1
ENSG00000134864.13,ENSG00000234354.3,RPS26P47,processed_pseudogene,chr13,100539901,100540248,100532602,100545244,ENST00000881873.1
ENSG00000224356.5,ENSG00000234354.3,RPS26P47,processed_pseudogene,chr13,100539901,100540248,100537887,100541695,ENST00000454752.3
ENSG00000125247.18,ENSG00000237082.1,COX5BP6,processed_pseudogene,chr13,100623875,100624429,100614431,100625534,ENST00000328767.10
ENSG00000233009.2,ENSG00000214051.3,ARF4P3,processed_pseudogene,chr13,100756551,100757059,100740629,101013217,ENST00000457843.1
ENSG00000233009.2,ENSG00000301818.1,ENSG00000301818,lncRNA,chr13,100765058,100767212,100740629,101013217,ENST00000457843.1
ENSG00000233009.2,ENSG00000229599.3,LINC00411,lncRNA,chr13,100934013,100944553,100740629,101013217,ENST00000457843.1
ENSG00000102466.17,ENSG00000201155.1,RNU1-24P,snRNA,chr13,101778884,101779048,101726811,101813772,ENST00000706491.1
ENSG00000102466.17,ENSG00000215399.2,HMGB3P7,processed_pseudogene,chr13,101801878,101802488,101726811,101813772,ENST00000706491.1
ENSG00000102466.17,ENSG00000265164.1,MIR2681,miRNA,chr13,101967642,101967746,101875297,102401470,ENST00000376131.9
ENSG00000102466.17,ENSG00000229975.1,LIPT1P1,processed_pseudogene,chr13,102002125,102003310,101875297,102401470,ENST00000376131.9
ENSG00000102466.17,ENSG00000201690.1,RNY1P2,misc_RNA,chr13,102016953,102017069,101875297,102401470,ENST00000376131.9
ENSG00000102466.17,ENSG00000264482.1,MIR4705,miRNA,chr13,102045934,102046004,101875297,102401470,ENST00000376131.9
ENSG00000102466.17,ENSG00000236860.1,RPL39P29,processed_pseudogene,chr13,102263046,102263202,101875297,102401470,ENST00000376131.9
ENSG00000102466.17,ENSG00000243319.7,FGF14-IT1,lncRNA,chr13,102292327,102394519,101875297,102401470,ENST00000376131.9
ENSG00000243319.7,ENSG00000279702.1,ENSG00000279702,TEC,chr13,102299790,102300272,102294041,102366444,ENST00000607251.5
